,verse,terminacion
104,Mackay de los efectos para el amor,"[<'a':V>, <'mor':cVc>]"
105,Mackay contente de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
106,Mackay cantidad de mantenida entre,"[<'en':Vc>, <'tre':ccV>]"
107,Mackay mantenida entre la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
108,Mackay con el calentamiento medio,"[<'me':cV>, <'dio':cvV>]"
109,Mackay pueden el mercado que el amor,"[<'a':V>, <'mor':cVc>]"
110,Mackay mercado que el amor de viento,"[<'vien':cvVc>, <'to':cV>]"
111,Mackay de la segunda concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
112,Mackay las países para virturar,"[<'vi':cv>, <'rtu':ccv>, <'rar':cVc>]"
113,Mackay a forma de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
114,Mackay la concentración de la educción,"[<'e':V>, <'duc':cvc>, <'ción':cvVc>]"
115,Mackay la contentación de energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
116,Mackay de energía por el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
117,Mackay a de esta curstión de los años,"[<'a':V>, <'ños':cVs>]"
118,Mackay pueda despertar lo que es una,"[<'u':v>, <'na':cV>]"
119,Mackay de los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
120,Mackay fósiles y las inversiones,"[<'in':vc>, <'ver':cVc>, <'sio':svV>, <'nes':cVs>]"
121,Mackay estado de las cancidades,"[<'can':cVc>, <'ci':cv>, <'da':cV>, <'des':cVs>]"
122,Mackay la superficie de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
123,Mackay electricidad y el poner,"[<'po':cV>, <'ner':cVc>]"
124,Mackay el poner en la comparación,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'ción':cvVc>]"
125,Mackay de los medios de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
126,Mackay la concentración del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
127,Mackay en los retroposos de capaz,"[<'ca':cV>, <'paz':cVc>]"
128,Mackay de carbono algo internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
129,Mackay la reducida del principal,"[<'prin':ccvc>, <'ci':cv>, <'pal':cVc>]"
130,Mackay principal responsar la salud,"[<'sa':sV>, <'lud':cvc>]"
131,Mackay partir del problema del medio,"[<'me':cV>, <'dio':cvV>]"
132,Mackay del problema del medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
133,Mackay se ha encreto de los distintos,"[<'dis':cvs>, <'tin':cvc>, <'tos':cVs>]"
134,Mackay los de los civilizaciones,"[<'ci':cv>, <'vi':cv>, <'li':cv>, <'za':cV>, <'cio':cvV>, <'nes':cVs>]"
135,Mackay la temperatura del nivel,"[<'ni':cv>, <'vel':cVc>]"
136,Mackay contribución a la precisión,"[<'pre':ccV>, <'ci':cv>, <'sión':svVc>]"
137,Mackay los periodos del pauso medio,"[<'me':cV>, <'dio':cvV>]"
138,Mackay e al medio ambiente en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
139,Mackay medidas por la emisión de este,"[<'es':Vs>, <'te':cV>]"
140,Mackay e en el carbón y consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
141,Mackay a en un modelo en el consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
142,Mackay e al banco de la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
143,Mackay de carbono para el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
144,Mackay de eren en las palanidades,"[<'pa':cV>, <'la':cV>, <'ni':cv>, <'da':cV>, <'des':cVs>]"
145,Mackay medio ambiente por la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
146,Mackay de agua tantos de los modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
147,Mackay dicionadas de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
148,Mackay los países temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
149,Mackay contribuir el albedo es la alta,"[<'al':Vc>, <'ta':cV>]"
150,Mackay concentración de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
151,Mackay la contribución del mar soda,"[<'so':sV>, <'da':cV>]"
152,Mackay contribución del mar soda este,"[<'es':Vs>, <'te':cV>]"
153,Mackay en el consumo en la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
154,Mackay ción en la actividad del nivel,"[<'ni':cv>, <'vel':cVc>]"
155,Mackay el medio ambiente con la parte,"[<'par':cVc>, <'te':cV>]"
156,Mackay medio ambiente y un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
157,Mackay y un problema de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
158,Mackay la contención al energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
159,Mackay con el sector energético,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'co':cV>]"
160,Mackay mundo en el besta del modelo,"[<'mo':cV>, <'de':cV>, <'lo':cV>]"
161,Mackay la internacional del convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
162,Mackay en la fuerte de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
163,Mackay de la cual controlar el amor,"[<'a':V>, <'mor':cVc>]"
164,Mackay de las partes de los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
165,Mackay los contenidos por la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
166,Mackay golíticos entre la estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
167,Mackay sus actividades por solo,"[<'so':sV>, <'lo':cV>]"
168,Mackay la ieversidad dio esta tendencia,"[<'ten':cVc>, <'den':cVc>, <'cia':cvV>]"
169,Mackay el convenio sobre el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
170,Mackay guarda ante para lo que es algo,"[<'al':Vc>, <'go':cV>]"
171,Mackay a carbón de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
172,Mackay que el consumo en la mayor parte,"[<'par':cVc>, <'te':cV>]"
173,Mackay la consecuencia energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
174,Mackay idad de calar el informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
175,Mackay calar el informe del nivel,"[<'ni':cv>, <'vel':cVc>]"
176,Mackay los países de los pationes,"[<'pa':cV>, <'tio':cvV>, <'nes':cVs>]"
177,Mackay de la estrategia de los pales,"[<'pa':cV>, <'les':cVs>]"
178,Mackay contribución a la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
179,Mackay a la cantidad de las pasia,"[<'pa':cV>, <'sia':svV>]"
180,Mackay de la sociedad de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
181,Mackay la deficienta de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
182,Mackay de carbono de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
183,Mackay de la conferencia del país,"[<'pa':cV>, <'ís':Vs>]"
184,Mackay del país de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
185,Mackay la cumbre del clima este estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
186,Mackay marca a elemente con la salud,"[<'sa':sV>, <'lud':cvc>]"
187,Mackay transmitivo de la cupación,"[<'cu':cv>, <'pa':cV>, <'ción':cvVc>]"
188,Mackay cantidad de los partes de esta,"[<'es':Vs>, <'ta':cV>]"
189,Mackay de un contexto de las ciudades,"[<'ciu':cvv>, <'da':cV>, <'des':cVs>]"
190,Mackay genencia de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
191,Mackay de la concentración del país,"[<'pa':cV>, <'ís':Vs>]"
192,Mackay io es alguno de los sectores,"[<'sec':sVc>, <'to':cV>, <'res':cVs>]"
193,Mackay la mitura de los restondes,"[<'res':cVs>, <'ton':cVc>, <'des':cVs>]"
194,Mackay los restondes en el corbunto,"[<'cor':cVc>, <'bun':cvc>, <'to':cV>]"
195,Mackay su hermano de los productos,"[<'pro':ccV>, <'duc':cvc>, <'tos':cVs>]"
196,Mackay contexto de la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
197,Mackay recursos de la que el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
198,Mackay ima problema los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
199,Mackay el calentamiento del marco,"[<'mar':cVc>, <'co':cV>]"
200,Mackay ergético y la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
201,Mackay nor un sumo de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
202,Mackay la sociedad para compesar,"[<'com':cVc>, <'pe':cV>, <'sar':sVc>]"
203,Mackay los países de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
204,Mackay is de carbono en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
205,Mackay las emisiones de derechos,"[<'de':cV>, <'rec':cVc>, <'hos':cVs>]"
206,Mackay un sucuento al besoar medio,"[<'me':cV>, <'dio':cvV>]"
207,Mackay s intervales de los años,"[<'a':V>, <'ños':cVs>]"
208,Mackay el climático en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
209,Mackay tencia de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
210,Mackay cuerte para los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
211,Mackay ndo en la actualización del clima,"[<'cli':ccv>, <'ma':cV>]"
212,Mackay la cauda por la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
213,Mackay muchas discribes para menos,"[<'me':cV>, <'nos':cVs>]"
214,Mackay del fundo de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
215,Mackay del nivel del mar de permitir,"[<'pe':cV>, <'rmi':ccv>, <'tir':cvc>]"
216,Mackay ario de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
217,Mackay de los combastibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
218,Mackay tan la marta de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
219,Mackay la incertidumbre en la matura,"[<'ma':cV>, <'tu':cv>, <'ra':cV>]"
220,Mackay de la contemplación del mismo,"[<'mis':cvs>, <'mo':cV>]"
221,Mackay icial de los países de estos,"[<'es':Vs>, <'tos':cVs>]"
222,Mackay en los crecimientos previstos,"[<'pre':ccV>, <'vis':cvs>, <'tos':cVs>]"
223,Mackay de la sociedad sobre el siglo,"[<'si':sv>, <'glo':ccV>]"
224,Mackay de los países de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
225,Mackay amor en el consumo medio,"[<'me':cV>, <'dio':cvV>]"
226,Mackay en el consumo medio albental,"[<'a':V>, <'lben':ccVc>, <'tal':cVc>]"
227,Mackay de los consumo de la vida,"[<'vi':cv>, <'da':cV>]"
228,Mackay de los estados de los gases,"[<'ga':cV>, <'ses':sVs>]"
229,Mackay la primera agua el enfermedad,"[<'en':Vc>, <'fer':cVc>, <'me':cV>, <'dad':cVc>]"
230,Mackay para la estado en la situación,"[<'si':sv>, <'tua':cvV>, <'ción':cvVc>]"
231,Mackay son los menos para consirter,"[<'con':cVc>, <'si':sv>, <'rter':ccVc>]"
232,Mackay el el caso de la cuplición,"[<'cu':cv>, <'pli':ccv>, <'ción':cvVc>]"
233,Mackay la cauda del siglo xxi fillen,"[<'fi':cv>, <'llen':ccVc>]"
234,Mackay es partes de la terrenasión,"[<'te':cV>, <'rre':ccV>, <'na':cV>, <'sión':svVc>]"
235,Mackay contra el almo el internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
236,Mackay a los países en la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
237,Mackay medida por la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
238,Mackay la contribución del madeo,"[<'ma':cV>, <'de':cV>, <'o':V>]"
239,Mackay contaminacion en recursos,"[<'re':cV>, <'cur':cvc>, <'sos':sVs>]"
240,Mackay ue en el consenso del aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
241,Mackay e los supuestos para el algo,"[<'al':Vc>, <'go':cV>]"
242,Mackay para el algo del medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
243,Mackay l que esta ver su distribución,"[<'dis':cvs>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
244,Mackay aminación de los metanos,"[<'me':cV>, <'ta':cV>, <'nos':cVs>]"
245,Mackay los metanos de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
246,Mackay en el reino en los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
247,Mackay anción de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
248,Mackay de la segunda concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
249,Mackay al climático es un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
250,Mackay en la salud la de la corta,"[<'cor':cVc>, <'ta':cV>]"
251,Mackay de calentamiento de ciencia,"[<'cien':cvVc>, <'cia':cvV>]"
252,Mackay de cos siguientes en el sector,"[<'sec':sVc>, <'tor':cVc>]"
253,Mackay a puede tierra serán altas,"[<'al':Vc>, <'tas':cVs>]"
254,Mackay ser la capa que me de mi esta,"[<'es':Vs>, <'ta':cV>]"
255,Mackay o que la forma internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
256,Mackay la forma internacional de esta,"[<'es':Vs>, <'ta':cV>]"
257,Mackay de los países de los medios,"[<'me':cV>, <'dios':cvVs>]"
258,Mackay de la energía para anterior,"[<'an':Vc>, <'te':cV>, <'rior':cvVc>]"
259,Mackay perdirio de los políticos,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'cos':cVs>]"
260,Mackay n muy probable que el problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
261,Mackay los cambien el transmision como,"[<'co':cV>, <'mo':cV>]"
262,Mackay de los sistemas cantidades,"[<'can':cVc>, <'ti':cv>, <'da':cV>, <'des':cVs>]"
263,Mackay sistemas cantidades de esta,"[<'es':Vs>, <'ta':cV>]"
264,Mackay seria de la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
265,Mackay de tiempos de calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
266,Mackay de calentamiento del mito,"[<'mi':cv>, <'to':cV>]"
267,Mackay la estableción de la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
268,Mackay nacional de las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
269,Mackay las emisiones con el suelo,"[<'sue':svV>, <'lo':cV>]"
270,Mackay de la contempia internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
271,Mackay internacional el enfrento,"[<'en':Vc>, <'fren':ccVc>, <'to':cV>]"
272,Mackay recursos en la simulación,"[<'si':sv>, <'mu':cv>, <'la':cV>, <'ción':cvVc>]"
273,Mackay la muerte no se de apareza,"[<'a':V>, <'pa':cV>, <'re':cV>, <'za':cV>]"
274,Mackay la economía y las propias,"[<'pro':ccV>, <'pias':cvVs>]"
275,Mackay de la salud y la intersención,"[<'in':vc>, <'ter':cVc>, <'sen':sVc>, <'ción':cvVc>]"
276,Mackay la evolución de los hidrogos,"[<'hi':cv>, <'dro':ccV>, <'gos':cVs>]"
277,Mackay la despersión de la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
278,Mackay la actividad del clima en la esta,"[<'es':Vs>, <'ta':cV>]"
279,Mackay de carbono a la interesidad,"[<'in':vc>, <'te':cV>, <'re':cV>, <'si':sv>, <'dad':cVc>]"
280,Mackay a presentar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
281,Mackay la concentración del posible,"[<'po':cV>, <'si':sv>, <'ble':ccV>]"
282,Mackay de la escosa de la lonciara,"[<'lon':cVc>, <'cia':cvV>, <'ra':cV>]"
283,Mackay consecuencia y en el marco,"[<'mar':cVc>, <'co':cV>]"
284,Mackay y en el marco del sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
285,Mackay en el consumo en los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
286,Mackay contexto de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
287,Mackay y el problema el medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
288,Mackay de carbono estados indican,"[<'in':vc>, <'di':cv>, <'can':cVc>]"
