,verse,terminacion
91,Invercargill la cual es el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
92,Invercargill mar en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
93,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
94,Invercargill el mar de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
95,Invercargill propia de los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
96,Invercargill esta mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
97,Invercargill esta contra el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
98,Invercargill de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
99,Invercargill estados a la propia,"[<'pro':ccV>, <'pia':cvV>]"
100,Invercargill de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
101,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
102,Invercargill cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
103,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
104,Invercargill de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
105,Invercargill estado en el proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
106,Invercargill permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
107,Invercargill contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
108,Invercargill estado a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
109,Invercargill la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
110,Invercargill estado en la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
111,Invercargill menos de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
112,Invercargill permitado en la cumbre,"[<'cum':cvc>, <'bre':ccV>]"
113,Invercargill la compra de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
114,Invercargill compromisa de cambio,"[<'cam':cVc>, <'bio':cvV>]"
115,Invercargill de cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
116,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
117,Invercargill contra la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
118,Invercargill marco de la secuedad,"[<'se':sV>, <'cue':cvV>, <'dad':cVc>]"
119,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
120,Invercargill esta posibilidad,"[<'po':cV>, <'si':sv>, <'bi':cv>, <'li':cv>, <'dad':cVc>]"
121,Invercargill desarrollar la estada,"[<'es':Vs>, <'ta':cV>, <'da':cV>]"
122,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
123,Invercargill esta mayor el cambio,"[<'cam':cVc>, <'bio':cvV>]"
124,Invercargill mantenimiento sobre,"[<'so':sV>, <'bre':ccV>]"
125,Invercargill compromiso de todo,"[<'to':cV>, <'do':cV>]"
126,Invercargill todo la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
127,Invercargill de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
128,Invercargill comprensión de la compra,"[<'com':cVc>, <'pra':ccV>]"
129,Invercargill producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
130,Invercargill a por la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
131,Invercargill estado de la propia,"[<'pro':ccV>, <'pia':cvV>]"
132,Invercargill estado sin embargo,"[<'em':Vc>, <'bar':cVc>, <'go':cV>]"
133,Invercargill embargo se producir,"[<'pro':ccV>, <'du':cv>, <'cir':cvc>]"
134,Invercargill compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
135,Invercargill parte de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
136,Invercargill contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
137,Invercargill climático establecir,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'cir':cvc>]"
138,Invercargill en todo la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
139,Invercargill producción de la mayor,"[<'ma':cV>, <'yor':cVc>]"
140,Invercargill de la mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
141,Invercargill estamos en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
142,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
143,Invercargill la capa de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
144,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
145,Invercargill estado a el desarrollo,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'llo':ccV>]"
146,Invercargill compromiso de carbón,"[<'car':cVc>, <'bón':cVc>]"
147,Invercargill parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
148,Invercargill de la energía contra,"[<'con':cVc>, <'tra':ccV>]"
149,Invercargill contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
150,Invercargill mar de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
151,Invercargill el desarrollo sobre,"[<'so':sV>, <'bre':ccV>]"
152,Invercargill a de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
153,Invercargill compromiso en la ciencia,"[<'cien':cvVc>, <'cia':cvV>]"
154,Invercargill se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
155,Invercargill en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
156,Invercargill la contrar los contrales,"[<'con':cVc>, <'tra':ccV>, <'les':cVs>]"
157,Invercargill carbono en la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
158,Invercargill el medio de las propias,"[<'pro':ccV>, <'pias':cvVs>]"
159,Invercargill la esta a la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
160,Invercargill permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
161,Invercargill metos las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
162,Invercargill producido en la propia,"[<'pro':ccV>, <'pia':cvV>]"
163,Invercargill contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
164,Invercargill producto a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
165,Invercargill en el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
166,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
167,Invercargill carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
168,Invercargill contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
169,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
170,Invercargill contra la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
171,Invercargill contrado en la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
172,Invercargill segundo las mayores,"[<'ma':cV>, <'yo':cV>, <'res':cVs>]"
173,Invercargill las mayores producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
174,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
175,Invercargill problema de la propia,"[<'pro':ccV>, <'pia':cvV>]"
176,Invercargill la propia como contra,"[<'con':cVc>, <'tra':ccV>]"
177,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
178,Invercargill estados a la propia,"[<'pro':ccV>, <'pia':cvV>]"
179,Invercargill contra la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
180,Invercargill parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
181,Invercargill contra la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
182,Invercargill contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
183,Invercargill carbono de la propia,"[<'pro':ccV>, <'pia':cvV>]"
184,Invercargill con la propia de cambio,"[<'cam':cVc>, <'bio':cvV>]"
185,Invercargill esta mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
186,Invercargill esta contra el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
187,Invercargill estado se ha contral,"[<'con':cVc>, <'tral':ccVc>]"
188,Invercargill desarrollar el cambio,"[<'cam':cVc>, <'bio':cvV>]"
189,Invercargill climático en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
190,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
191,Invercargill es el mar y el cambio,"[<'cam':cVc>, <'bio':cvV>]"
192,Invercargill ser seguir en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
193,Invercargill contra la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
194,Invercargill la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
195,Invercargill contra la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
196,Invercargill se prevenda a la propia,"[<'pro':ccV>, <'pia':cvV>]"
197,Invercargill contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
198,Invercargill la compromisa contra,"[<'con':cVc>, <'tra':ccV>]"
199,Invercargill contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
200,Invercargill propia en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
201,Invercargill la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
202,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
203,Invercargill cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
204,Invercargill contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
205,Invercargill e de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
206,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
207,Invercargill climático es de arrollo,"[<'a':V>, <'rro':ccV>, <'llo':ccV>]"
208,Invercargill contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
209,Invercargill la contrar la contración,"[<'con':cVc>, <'tra':ccV>, <'ción':cvVc>]"
210,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
211,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
212,Invercargill la propia de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
213,Invercargill contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
214,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
215,Invercargill contra la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
216,Invercargill carbono y la contrar,"[<'con':cVc>, <'trar':ccVc>]"
217,Invercargill contra la contrabución,"[<'con':cVc>, <'tra':ccV>, <'bu':cv>, <'ción':cvVc>]"
218,Invercargill problema de la compra,"[<'com':cVc>, <'pra':ccV>]"
219,Invercargill contra la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
220,Invercargill de la estada de la esta,"[<'es':Vs>, <'ta':cV>]"
221,Invercargill de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
222,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
223,Invercargill esta esta mayor parte,"[<'par':cVc>, <'te':cV>]"
224,Invercargill producido en la contral,"[<'con':cVc>, <'tral':ccVc>]"
225,Invercargill segundo particular,"[<'pa':cV>, <'rti':ccv>, <'cu':cv>, <'lar':cVc>]"
226,Invercargill particular el cambio,"[<'cam':cVc>, <'bio':cvV>]"
227,Invercargill la compra de la propia,"[<'pro':ccV>, <'pia':cvV>]"
228,Invercargill el contrado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
229,Invercargill estado de la mayor,"[<'ma':cV>, <'yor':cVc>]"
230,Invercargill se han estableciente,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'cien':cvVc>, <'te':cV>]"
231,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
232,Invercargill compromiso de un medio,"[<'me':cV>, <'dio':cvV>]"
233,Invercargill el contral de la propia,"[<'pro':ccV>, <'pia':cvV>]"
234,Invercargill el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
235,Invercargill sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
236,Invercargill sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
237,Invercargill estado en la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
238,Invercargill contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
239,Invercargill de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
240,Invercargill menos de la estratoral,"[<'es':Vs>, <'tra':ccV>, <'to':cV>, <'ral':cVc>]"
241,Invercargill estado a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
242,Invercargill producido en la propia,"[<'pro':ccV>, <'pia':cvV>]"
243,Invercargill producción de la propia,"[<'pro':ccV>, <'pia':cvV>]"
244,Invercargill antes de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
245,Invercargill parte de la comprención,"[<'com':cVc>, <'pren':ccVc>, <'ción':cvVc>]"
246,Invercargill contra la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
247,Invercargill al cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
248,Invercargill carbono y la propia,"[<'pro':ccV>, <'pia':cvV>]"
