,verse,terminacion
80,Geelong promedio de la compra,"[<'com':cVc>, <'pra':ccV>]"
81,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
82,Geelong ser de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
83,Geelong climático es un cambio,"[<'cam':cVc>, <'bio':cvV>]"
84,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
85,Geelong contrado de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
86,Geelong esta mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
87,Geelong producirá en la propia,"[<'pro':ccV>, <'pia':cvV>]"
88,Geelong la energía en la propia,"[<'pro':ccV>, <'pia':cvV>]"
89,Geelong e el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
90,Geelong la capa de la compra,"[<'com':cVc>, <'pra':ccV>]"
91,Geelong la cual es el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
92,Geelong mar en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
93,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
94,Geelong el mar de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
95,Geelong propia de los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
96,Geelong esta mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
97,Geelong esta contra el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
98,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
99,Geelong estados a la propia,"[<'pro':ccV>, <'pia':cvV>]"
100,Geelong de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
101,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
102,Geelong cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
103,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
104,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
105,Geelong estado en el proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
106,Geelong permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
107,Geelong contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
108,Geelong estado a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
109,Geelong la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
110,Geelong estado en la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
111,Geelong menos de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
112,Geelong permitado en la cumbre,"[<'cum':cvc>, <'bre':ccV>]"
113,Geelong la compra de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
114,Geelong compromisa de cambio,"[<'cam':cVc>, <'bio':cvV>]"
115,Geelong de cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
116,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
117,Geelong contra la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
118,Geelong marco de la secuedad,"[<'se':sV>, <'cue':cvV>, <'dad':cVc>]"
119,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
120,Geelong esta posibilidad,"[<'po':cV>, <'si':sv>, <'bi':cv>, <'li':cv>, <'dad':cVc>]"
121,Geelong desarrollar la estada,"[<'es':Vs>, <'ta':cV>, <'da':cV>]"
122,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
123,Geelong esta mayor el cambio,"[<'cam':cVc>, <'bio':cvV>]"
124,Geelong mantenimiento sobre,"[<'so':sV>, <'bre':ccV>]"
125,Geelong compromiso de todo,"[<'to':cV>, <'do':cV>]"
126,Geelong todo la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
127,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
128,Geelong comprensión de la compra,"[<'com':cVc>, <'pra':ccV>]"
129,Geelong producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
130,Geelong a por la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
131,Geelong estado de la propia,"[<'pro':ccV>, <'pia':cvV>]"
132,Geelong estado sin embargo,"[<'em':Vc>, <'bar':cVc>, <'go':cV>]"
133,Geelong embargo se producir,"[<'pro':ccV>, <'du':cv>, <'cir':cvc>]"
134,Geelong compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
135,Geelong parte de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
136,Geelong contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
137,Geelong climático establecir,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'cir':cvc>]"
138,Geelong en todo la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
139,Geelong producción de la mayor,"[<'ma':cV>, <'yor':cVc>]"
140,Geelong de la mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
141,Geelong estamos en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
142,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
143,Geelong la capa de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
144,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
145,Geelong estado a el desarrollo,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'llo':ccV>]"
146,Geelong compromiso de carbón,"[<'car':cVc>, <'bón':cVc>]"
147,Geelong parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
148,Geelong de la energía contra,"[<'con':cVc>, <'tra':ccV>]"
149,Geelong contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
150,Geelong mar de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
151,Geelong el desarrollo sobre,"[<'so':sV>, <'bre':ccV>]"
152,Geelong a de la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
153,Geelong compromiso en la ciencia,"[<'cien':cvVc>, <'cia':cvV>]"
154,Geelong se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
155,Geelong en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
156,Geelong la contrar los contrales,"[<'con':cVc>, <'tra':ccV>, <'les':cVs>]"
157,Geelong carbono en la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
158,Geelong el medio de las propias,"[<'pro':ccV>, <'pias':cvVs>]"
159,Geelong la esta a la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
160,Geelong permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
161,Geelong metos las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
162,Geelong producido en la propia,"[<'pro':ccV>, <'pia':cvV>]"
163,Geelong contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
164,Geelong producto a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
165,Geelong en el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
166,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
167,Geelong carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
168,Geelong contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
169,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
170,Geelong contra la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
171,Geelong contrado en la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
172,Geelong segundo las mayores,"[<'ma':cV>, <'yo':cV>, <'res':cVs>]"
173,Geelong las mayores producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
174,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
175,Geelong problema de la propia,"[<'pro':ccV>, <'pia':cvV>]"
176,Geelong la propia como contra,"[<'con':cVc>, <'tra':ccV>]"
177,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
178,Geelong estados a la propia,"[<'pro':ccV>, <'pia':cvV>]"
179,Geelong contra la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
180,Geelong parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
181,Geelong contra la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
182,Geelong contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
183,Geelong carbono de la propia,"[<'pro':ccV>, <'pia':cvV>]"
184,Geelong con la propia de cambio,"[<'cam':cVc>, <'bio':cvV>]"
185,Geelong esta mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
186,Geelong esta contra el proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
187,Geelong estado se ha contral,"[<'con':cVc>, <'tral':ccVc>]"
188,Geelong desarrollar el cambio,"[<'cam':cVc>, <'bio':cvV>]"
189,Geelong climático en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
190,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
191,Geelong es el mar y el cambio,"[<'cam':cVc>, <'bio':cvV>]"
192,Geelong ser seguir en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
193,Geelong contra la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
194,Geelong la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
195,Geelong contra la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
196,Geelong se prevenda a la propia,"[<'pro':ccV>, <'pia':cvV>]"
197,Geelong contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
198,Geelong la compromisa contra,"[<'con':cVc>, <'tra':ccV>]"
199,Geelong contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
200,Geelong propia en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
201,Geelong la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
202,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
203,Geelong cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
204,Geelong contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
205,Geelong e de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
206,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
207,Geelong climático es de arrollo,"[<'a':V>, <'rro':ccV>, <'llo':ccV>]"
208,Geelong contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
209,Geelong la contrar la contración,"[<'con':cVc>, <'tra':ccV>, <'ción':cvVc>]"
210,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
211,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
212,Geelong la propia de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
213,Geelong contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
214,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
215,Geelong contra la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
216,Geelong carbono y la contrar,"[<'con':cVc>, <'trar':ccVc>]"
217,Geelong contra la contrabución,"[<'con':cVc>, <'tra':ccV>, <'bu':cv>, <'ción':cvVc>]"
218,Geelong problema de la compra,"[<'com':cVc>, <'pra':ccV>]"
219,Geelong contra la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
220,Geelong de la estada de la esta,"[<'es':Vs>, <'ta':cV>]"
221,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
222,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
223,Geelong esta esta mayor parte,"[<'par':cVc>, <'te':cV>]"
224,Geelong producido en la contral,"[<'con':cVc>, <'tral':ccVc>]"
225,Geelong segundo particular,"[<'pa':cV>, <'rti':ccv>, <'cu':cv>, <'lar':cVc>]"
226,Geelong particular el cambio,"[<'cam':cVc>, <'bio':cvV>]"
227,Geelong la compra de la propia,"[<'pro':ccV>, <'pia':cvV>]"
228,Geelong el contrado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
229,Geelong estado de la mayor,"[<'ma':cV>, <'yor':cVc>]"
230,Geelong se han estableciente,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'cien':cvVc>, <'te':cV>]"
231,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
232,Geelong compromiso de un medio,"[<'me':cV>, <'dio':cvV>]"
233,Geelong el contral de la propia,"[<'pro':ccV>, <'pia':cvV>]"
234,Geelong el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
235,Geelong sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
236,Geelong sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
237,Geelong estado en la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
238,Geelong contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
239,Geelong de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
240,Geelong menos de la estratoral,"[<'es':Vs>, <'tra':ccV>, <'to':cV>, <'ral':cVc>]"
241,Geelong estado a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
242,Geelong producido en la propia,"[<'pro':ccV>, <'pia':cvV>]"
243,Geelong producción de la propia,"[<'pro':ccV>, <'pia':cvV>]"
244,Geelong antes de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
245,Geelong parte de la comprención,"[<'com':cVc>, <'pren':ccVc>, <'ción':cvVc>]"
246,Geelong contra la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
247,Geelong al cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
248,Geelong carbono y la propia,"[<'pro':ccV>, <'pia':cvV>]"
