,verse,terminacion
45,Bundaberg io de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
46,Bundaberg timo en la sopirticad,"[<'so':sV>, <'pir':cvc>, <'ti':cv>, <'cad':cVc>]"
47,Bundaberg general del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
48,Bundaberg se se puede ser tener,"[<'te':cV>, <'ner':cVc>]"
49,Bundaberg umbre al calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
50,Bundaberg ado de la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
51,Bundaberg en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
52,Bundaberg de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Bundaberg s de esta poderpera,"[<'po':cV>, <'der':cVc>, <'pe':cV>, <'ra':cV>]"
54,Bundaberg n las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
55,Bundaberg la lucha de ser alta,"[<'al':Vc>, <'ta':cV>]"
56,Bundaberg el paso de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
57,Bundaberg ente a la seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
58,Bundaberg de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
59,Bundaberg ición de su procisa,"[<'pro':ccV>, <'ci':cv>, <'sa':sV>]"
60,Bundaberg por la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
61,Bundaberg e que se pode para,"[<'pa':cV>, <'ra':cV>]"
62,Bundaberg a un forzamiento también,"[<'tam':cVc>, <'bién':cvVc>]"
63,Bundaberg de la forma de casa,"[<'ca':cV>, <'sa':sV>]"
64,Bundaberg consumo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
65,Bundaberg de emisiones de gases,"[<'ga':cV>, <'ses':sVs>]"
66,Bundaberg se desarrollan casa,"[<'ca':cV>, <'sa':sV>]"
67,Bundaberg e a mucha marca descual,"[<'des':cVs>, <'cual':cvVc>]"
68,Bundaberg para mayor aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
69,Bundaberg del mar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
70,Bundaberg consideración para,"[<'pa':cV>, <'ra':cV>]"
71,Bundaberg inda de las palieras,"[<'pa':cV>, <'lie':cvV>, <'ras':cVs>]"
72,Bundaberg cuentia de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
73,Bundaberg podría energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
74,Bundaberg a los interseñores,"[<'in':vc>, <'ter':cVc>, <'se':sV>, <'ño':cV>, <'res':cVs>]"
75,Bundaberg las oficinas para,"[<'pa':cV>, <'ra':cV>]"
76,Bundaberg bien en el correcionar,"[<'co':cV>, <'rre':ccV>, <'cio':cvV>, <'nar':cVc>]"
77,Bundaberg de los comparaciones,"[<'com':cVc>, <'pa':cV>, <'ra':cV>, <'cio':cvV>, <'nes':cVs>]"
78,Bundaberg comparaciones de esta,"[<'es':Vs>, <'ta':cV>]"
79,Bundaberg por consumidor para,"[<'pa':cV>, <'ra':cV>]"
80,Bundaberg siglo xx que los partes,"[<'par':cVc>, <'tes':cVs>]"
81,Bundaberg los combustibles fueron,"[<'fue':cvV>, <'ron':cVc>]"
82,Bundaberg entarión de las pautas,"[<'pau':cVv>, <'tas':cVs>]"
83,Bundaberg las pautas de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
84,Bundaberg energéticos entre,"[<'en':Vc>, <'tre':ccV>]"
85,Bundaberg puede ser concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
86,Bundaberg concentración del caso,"[<'ca':cV>, <'so':sV>]"
87,Bundaberg se se contenta el marco,"[<'mar':cVc>, <'co':cV>]"
88,Bundaberg así como un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
89,Bundaberg s de la contratuira,"[<'con':cVc>, <'tra':ccV>, <'tui':cvv>, <'ra':cV>]"
90,Bundaberg consecuencia del clima,"[<'cli':ccv>, <'ma':cV>]"
91,Bundaberg del clima de modelos,"[<'mo':cV>, <'de':cV>, <'los':cVs>]"
92,Bundaberg aumento del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
93,Bundaberg primer calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
94,Bundaberg calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
95,Bundaberg global de la estudida,"[<'es':Vs>, <'tu':cv>, <'di':cv>, <'da':cV>]"
96,Bundaberg ientia de la previsión,"[<'pre':ccV>, <'vi':cv>, <'sión':svVc>]"
97,Bundaberg e de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
98,Bundaberg la tierra y contención,"[<'con':cVc>, <'ten':cVc>, <'ción':cvVc>]"
99,Bundaberg contención de los partes,"[<'par':cVc>, <'tes':cVs>]"
100,Bundaberg ente de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
101,Bundaberg de las gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
102,Bundaberg mente de la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
103,Bundaberg de la población están,"[<'es':Vs>, <'tán':cVc>]"
104,Bundaberg previsión de los medios,"[<'me':cV>, <'dios':cvVs>]"
105,Bundaberg carbono e internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
106,Bundaberg problema de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
107,Bundaberg del gas de los altimos,"[<'al':Vc>, <'ti':cv>, <'mos':cVs>]"
108,Bundaberg de los altimos o antes,"[<'an':Vc>, <'tes':cVs>]"
109,Bundaberg ico de los alternos,"[<'al':Vc>, <'ter':cVc>, <'nos':cVs>]"
110,Bundaberg los alternos de especies,"[<'es':Vs>, <'pe':cV>, <'cies':cvVs>]"
111,Bundaberg idente en los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
112,Bundaberg es puedo estar la salud,"[<'sa':sV>, <'lud':cvc>]"
113,Bundaberg ente de los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
114,Bundaberg el estado por algo,"[<'al':Vc>, <'go':cV>]"
115,Bundaberg con el calentamiento,"[<'ca':cV>, <'len':cVc>, <'ta':cV>, <'mien':cvVc>, <'to':cV>]"
116,Bundaberg s pueden el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
117,Bundaberg el mercado que el amor,"[<'a':V>, <'mor':cVc>]"
118,Bundaberg ima de la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
119,Bundaberg de las países para,"[<'pa':cV>, <'ra':cV>]"
120,Bundaberg que el impacto de un clima,"[<'cli':ccv>, <'ma':cV>]"
121,Bundaberg de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
122,Bundaberg producto a los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
123,Bundaberg despertar lo que es una,"[<'u':v>, <'na':cV>]"
124,Bundaberg a de los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
125,Bundaberg de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
126,Bundaberg cial en los retroposos,"[<'re':cV>, <'tro':ccV>, <'po':cV>, <'sos':sVs>]"
127,Bundaberg del principal responsar,"[<'res':cVs>, <'pon':cVc>, <'sar':sVc>]"
128,Bundaberg tiempo la mayor parte,"[<'par':cVc>, <'te':cV>]"
129,Bundaberg e partir del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
130,Bundaberg del problema del medio,"[<'me':cV>, <'dio':cvV>]"
131,Bundaberg en la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
132,Bundaberg del nivel del mar de estos,"[<'es':Vs>, <'tos':cVs>]"
133,Bundaberg a la precisión para,"[<'pa':cV>, <'ra':cV>]"
134,Bundaberg esta de los periodos,"[<'pe':cV>, <'rio':cvV>, <'dos':cVs>]"
135,Bundaberg los periodos del pauso,"[<'pau':cVv>, <'so':sV>]"
136,Bundaberg del pauso medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
137,Bundaberg medidas por la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
138,Bundaberg intencia de agua tantos,"[<'tan':cVc>, <'tos':cVs>]"
139,Bundaberg los países previstos,"[<'pre':ccV>, <'vis':cvs>, <'tos':cVs>]"
140,Bundaberg procesos que permitan,"[<'per':cVc>, <'mi':cv>, <'tan':cVc>]"
141,Bundaberg los efectos fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
142,Bundaberg del mar soda este tiempo,"[<'tiem':cvVc>, <'po':cV>]"
143,Bundaberg de los economistas,"[<'e':V>, <'co':cV>, <'no':cV>, <'mis':cvs>, <'tas':cVs>]"
144,Bundaberg o continua el distinto,"[<'dis':cvs>, <'tin':cvc>, <'to':cV>]"
145,Bundaberg en crecimiento sobre,"[<'so':sV>, <'bre':ccV>]"
146,Bundaberg sobre la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
147,Bundaberg gran pera de los solor,"[<'so':sV>, <'lor':cVc>]"
148,Bundaberg los solor por el carbón,"[<'car':cVc>, <'bón':cVc>]"
149,Bundaberg calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
150,Bundaberg bar de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
151,Bundaberg de la segunda escala,"[<'es':Vs>, <'ca':cV>, <'la':cV>]"
152,Bundaberg el amor de la capa,"[<'ca':cV>, <'pa':cV>]"
153,Bundaberg interecificación,"[<'in':vc>, <'te':cV>, <'re':cV>, <'ci':cv>, <'fi':cv>, <'ca':cV>, <'ción':cvVc>]"
154,Bundaberg cuenta a los paleares,"[<'pa':cV>, <'le':cV>, <'a':V>, <'res':cVs>]"
155,Bundaberg de la ieversidad dio esta,"[<'es':Vs>, <'ta':cV>]"
156,Bundaberg que el consumo en la mayor,"[<'ma':cV>, <'yor':cVc>]"
157,Bundaberg de calar el informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
158,Bundaberg el informe del nivel,"[<'ni':cv>, <'vel':cVc>]"
159,Bundaberg la energía nuclear,"[<'nu':cv>, <'cle':ccV>, <'ar':Vc>]"
160,Bundaberg ivo de la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
161,Bundaberg nada ha muy difícil,"[<'di':cv>, <'fí':cV>, <'cil':cvc>]"
162,Bundaberg de la alta a la antórica,"[<'an':Vc>, <'tó':cV>, <'ri':cv>, <'ca':cV>]"
163,Bundaberg e de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
164,Bundaberg consecuencia del poder,"[<'po':cV>, <'der':cVc>]"
165,Bundaberg del poder de los partes,"[<'par':cVc>, <'tes':cVs>]"
166,Bundaberg gei y el consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
167,Bundaberg de la cumbre del clima,"[<'cli':ccv>, <'ma':cV>]"
168,Bundaberg la cumbre del clima este,"[<'es':Vs>, <'te':cV>]"
169,Bundaberg por esta consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
170,Bundaberg de la segunda parte,"[<'par':cVc>, <'te':cV>]"
171,Bundaberg ar se pueden recursos,"[<'re':cV>, <'cur':cvc>, <'sos':sVs>]"
172,Bundaberg el carbono e intensidad,"[<'in':vc>, <'ten':cVc>, <'si':sv>, <'dad':cVc>]"
173,Bundaberg a menos del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
174,Bundaberg la cupación al madio,"[<'ma':cV>, <'dio':cvV>]"
175,Bundaberg control de los acuerdos,"[<'a':V>, <'cuer':cvVc>, <'dos':cVs>]"
176,Bundaberg cantidad de los partes,"[<'par':cVc>, <'tes':cVs>]"
177,Bundaberg e el climático sobre,"[<'so':sV>, <'bre':ccV>]"
178,Bundaberg ida tando el problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
179,Bundaberg del país del catero,"[<'ca':cV>, <'te':cV>, <'ro':cV>]"
180,Bundaberg la ciencia de el problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
181,Bundaberg cara de concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
182,Bundaberg el marco de los partes,"[<'par':cVc>, <'tes':cVs>]"
183,Bundaberg ivo de las últimas,"[<'úl':Vc>, <'ti':cv>, <'mas':cVs>]"
184,Bundaberg vidad para recursos,"[<'re':cV>, <'cur':cvc>, <'sos':sVs>]"
185,Bundaberg problema los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
186,Bundaberg ra a la mayor estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
187,Bundaberg los neoliberales,"[<'ne':cV>, <'o':V>, <'li':cv>, <'be':cV>, <'ra':cV>, <'les':cVs>]"
188,Bundaberg carbón como un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
189,Bundaberg contexto de la opinión,"[<'o':V>, <'pi':cv>, <'nión':cvVc>]"
190,Bundaberg la opinión en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
191,Bundaberg un farzamiento selia,"[<'se':sV>, <'lia':cvV>]"
192,Bundaberg selia de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
193,Bundaberg un sucuento al besoar,"[<'be':cV>, <'so':sV>, <'ar':Vc>]"
194,Bundaberg de los años estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
195,Bundaberg de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
196,Bundaberg para los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
197,Bundaberg para que el desarrollo,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'llo':ccV>]"
198,Bundaberg docimiento relación,"[<'re':cV>, <'la':cV>, <'ción':cvVc>]"
199,Bundaberg relación de los sueños,"[<'sue':svV>, <'ños':cVs>]"
200,Bundaberg los sueños de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
201,Bundaberg a a las actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
202,Bundaberg el siglo xx proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
203,Bundaberg muchas discribes para,"[<'pa':cV>, <'ra':cV>]"
204,Bundaberg discribes para menos,"[<'me':cV>, <'nos':cVs>]"
205,Bundaberg para menos se decer,"[<'de':cV>, <'cer':cVc>]"
206,Bundaberg un problema del nivel,"[<'ni':cv>, <'vel':cVc>]"
207,Bundaberg de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
208,Bundaberg s de la contemplación,"[<'con':cVc>, <'tem':cVc>, <'pla':ccV>, <'ción':cvVc>]"
209,Bundaberg del mismo pero tanto,"[<'tan':cVc>, <'to':cV>]"
210,Bundaberg icial de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
211,Bundaberg de los países de estos,"[<'es':Vs>, <'tos':cVs>]"
212,Bundaberg alegar el proceso,"[<'pro':ccV>, <'ce':cV>, <'so':sV>]"
213,Bundaberg el clima ecológica,"[<'e':V>, <'co':cV>, <'ló':cV>, <'gi':cv>, <'ca':cV>]"
214,Bundaberg amor en el consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
215,Bundaberg en el consumo medio,"[<'me':cV>, <'dio':cvV>]"
216,Bundaberg a en la atmósfera el tiempo,"[<'tiem':cvVc>, <'po':cV>]"
217,Bundaberg ición de los consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
218,Bundaberg idad de los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
219,Bundaberg de los gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
220,Bundaberg e esta segunda cinco,"[<'cin':cvc>, <'co':cV>]"
221,Bundaberg e son los menos para,"[<'pa':cV>, <'ra':cV>]"
222,Bundaberg contribuir el el caso,"[<'ca':cV>, <'so':sV>]"
223,Bundaberg untados en la cauda,"[<'cau':cVv>, <'da':cV>]"
224,Bundaberg en la cauda del siglo,"[<'si':sv>, <'glo':ccV>]"
225,Bundaberg mundo de la reducción,"[<'re':cV>, <'duc':cvc>, <'ción':cvVc>]"
226,Bundaberg la reducción del clima,"[<'cli':ccv>, <'ma':cV>]"
227,Bundaberg protecolo de kioto,"[<'kio':cvV>, <'to':cV>]"
228,Bundaberg de kioto y el nivel,"[<'ni':cv>, <'vel':cVc>]"
229,Bundaberg de la presencia empresa,"[<'em':Vc>, <'pre':ccV>, <'sa':sV>]"
230,Bundaberg a de las políticas,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'cas':cVs>]"
231,Bundaberg de la salud humana,"[<'hu':cv>, <'ma':cV>, <'na':cV>]"
232,Bundaberg de las concentraciones,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'cio':cvV>, <'nes':cVs>]"
233,Bundaberg recursos en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
234,Bundaberg para la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
235,Bundaberg para el algo del medio,"[<'me':cV>, <'dio':cvV>]"
236,Bundaberg en este verdadero,"[<'ver':cVc>, <'da':cV>, <'de':cV>, <'ro':cV>]"
237,Bundaberg particular las partes,"[<'par':cVc>, <'tes':cVs>]"
238,Bundaberg partes de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
239,Bundaberg campan previsto puede,"[<'pue':cvV>, <'de':cV>]"
240,Bundaberg gracia de las empresas,"[<'em':Vc>, <'pre':ccV>, <'sas':sVs>]"
241,Bundaberg idad de los contextos,"[<'con':cVc>, <'tex':cVx>, <'tos':cVs>]"
242,Bundaberg de los gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
243,Bundaberg s de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
244,Bundaberg de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
245,Bundaberg los tres estas posibles,"[<'po':cV>, <'si':sv>, <'bles':ccVs>]"
246,Bundaberg de la luz al estado,"[<'es':Vs>, <'ta':cV>, <'do':cV>]"
247,Bundaberg ha sido en el periodo,"[<'pe':cV>, <'rio':cvV>, <'do':cV>]"
248,Bundaberg de el problema se decir,"[<'de':cV>, <'cir':cvc>]"
249,Bundaberg de de la tomprenación,"[<'tom':cVc>, <'pre':ccV>, <'na':cV>, <'ción':cvVc>]"
250,Bundaberg a puede tierra serán,"[<'se':sV>, <'rán':cVc>]"
251,Bundaberg medidas de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
252,Bundaberg carbono están continuar,"[<'con':cVc>, <'ti':cv>, <'nuar':cvVc>]"
253,Bundaberg ura y el consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
254,Bundaberg capa que me de mi esta,"[<'es':Vs>, <'ta':cV>]"
255,Bundaberg s de la conferencia,"[<'con':cVc>, <'fe':cV>, <'ren':cVc>, <'cia':cvV>]"
256,Bundaberg carbono de este interse,"[<'in':vc>, <'ter':cVc>, <'se':sV>]"
257,Bundaberg carbón de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
258,Bundaberg ra una esta contamora,"[<'con':cVc>, <'ta':cV>, <'mo':cV>, <'ra':cV>]"
259,Bundaberg s en la demorica,"[<'de':cV>, <'mo':cV>, <'ri':cv>, <'ca':cV>]"
260,Bundaberg de la energía para,"[<'pa':cV>, <'ra':cV>]"
261,Bundaberg contror diencia a ausentiada,"[<'au':Vv>, <'sen':sVc>, <'tia':cvV>, <'da':cV>]"
262,Bundaberg en aumento del nivel,"[<'ni':cv>, <'vel':cVc>]"
263,Bundaberg los s en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
264,Bundaberg que el problema del nivel,"[<'ni':cv>, <'vel':cVc>]"
265,Bundaberg los cambien el transmision,"[<'trans':ccVcs>, <'mi':cv>, <'sion':svVc>]"
266,Bundaberg urar de los sistemas,"[<'sis':svs>, <'te':cV>, <'mas':cVs>]"
267,Bundaberg e carbono de inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
268,Bundaberg de inversión de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
269,Bundaberg de la contaminación,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'ción':cvVc>]"
270,Bundaberg ica de las informes,"[<'in':vc>, <'for':cVc>, <'mes':cVs>]"
271,Bundaberg carbono en los proyectos,"[<'pro':ccV>, <'yec':cVc>, <'tos':cVs>]"
272,Bundaberg carbono es el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
273,Bundaberg del carbono en la vida,"[<'vi':cv>, <'da':cV>]"
274,Bundaberg de la demperatura,"[<'dem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
275,Bundaberg iones de la contempia,"[<'con':cVc>, <'tem':cVc>, <'pia':cvV>]"
276,Bundaberg el sistema del siglo,"[<'si':sv>, <'glo':ccV>]"
277,Bundaberg ente para la muerte,"[<'muer':cvVc>, <'te':cV>]"
278,Bundaberg de la energía solar,"[<'so':sV>, <'lar':cVc>]"
279,Bundaberg la esta tu seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
280,Bundaberg informe de los partes,"[<'par':cVc>, <'tes':cVs>]"
281,Bundaberg los partes de las partes,"[<'par':cVc>, <'tes':cVs>]"
282,Bundaberg precisa en la actualidad,"[<'ac':Vc>, <'tua':cvV>, <'li':cv>, <'dad':cVc>]"
283,Bundaberg de las temperaturas,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ras':cVs>]"
284,Bundaberg de las caracidades,"[<'ca':cV>, <'ra':cV>, <'ci':cv>, <'da':cV>, <'des':cVs>]"
285,Bundaberg o impacto de las cubres,"[<'cu':cv>, <'bres':ccVs>]"
286,Bundaberg en todo el desarrollo,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'llo':ccV>]"
287,Bundaberg contentrar el convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
288,Bundaberg sociológico el sector,"[<'sec':sVc>, <'tor':cVc>]"
