,verse,terminacion
35,Soanierana Ivongo en el pertido,"[<'per':cVc>, <'ti':cv>, <'do':cV>]"
36,Soanierana Ivongo del madida,"[<'ma':cV>, <'di':cv>, <'da':cV>]"
37,Soanierana Ivongo la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
38,Soanierana Ivongo de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
39,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
40,Soanierana Ivongo los patrones,"[<'pa':cV>, <'tro':ccV>, <'nes':cVs>]"
41,Soanierana Ivongo en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
42,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
43,Soanierana Ivongo la respuesta,"[<'res':cVs>, <'pues':cvVs>, <'ta':cV>]"
44,Soanierana Ivongo re en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
45,Soanierana Ivongo de los metos,"[<'me':cV>, <'tos':cVs>]"
46,Soanierana Ivongo se desalian,"[<'de':cV>, <'sa':sV>, <'lian':cvVc>]"
47,Soanierana Ivongo los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
48,Soanierana Ivongo de la ommera,"[<'om':Vc>, <'me':cV>, <'ra':cV>]"
49,Soanierana Ivongo los correstos,"[<'co':cV>, <'rres':ccVs>, <'tos':cVs>]"
50,Soanierana Ivongo consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
51,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
52,Soanierana Ivongo es un convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
53,Soanierana Ivongo pueden marcha,"[<'mar':cVc>, <'cha':ccV>]"
54,Soanierana Ivongo los periodos,"[<'pe':cV>, <'rio':cvV>, <'dos':cVs>]"
55,Soanierana Ivongo de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
56,Soanierana Ivongo con su porque,"[<'por':cVc>, <'que':cvV>]"
57,Soanierana Ivongo contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
58,Soanierana Ivongo a la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
59,Soanierana Ivongo con el actual,"[<'ac':Vc>, <'tual':cvVc>]"
60,Soanierana Ivongo la aperación,"[<'a':V>, <'pe':cV>, <'ra':cV>, <'ción':cvVc>]"
61,Soanierana Ivongo pertinente,"[<'per':cVc>, <'ti':cv>, <'nen':cVc>, <'te':cV>]"
62,Soanierana Ivongo con la reda,"[<'re':cV>, <'da':cV>]"
63,Soanierana Ivongo los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
64,Soanierana Ivongo de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
65,Soanierana Ivongo del progreso,"[<'pro':ccV>, <'gre':ccV>, <'so':sV>]"
66,Soanierana Ivongo consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
67,Soanierana Ivongo la solidad,"[<'so':sV>, <'li':cv>, <'dad':cVc>]"
68,Soanierana Ivongo la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
69,Soanierana Ivongo la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
70,Soanierana Ivongo se se puede,"[<'pue':cvV>, <'de':cV>]"
71,Soanierana Ivongo libirado,"[<'li':cv>, <'bi':cv>, <'ra':cV>, <'do':cV>]"
72,Soanierana Ivongo del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
73,Soanierana Ivongo actividades,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'da':cV>, <'des':cVs>]"
74,Soanierana Ivongo políticos,"[<'po':cV>, <'lí':cV>, <'ti':cv>, <'cos':cVs>]"
75,Soanierana Ivongo que se poner,"[<'po':cV>, <'ner':cVc>]"
76,Soanierana Ivongo de un recurso,"[<'re':cV>, <'cur':cvc>, <'so':sV>]"
77,Soanierana Ivongo de la oriente,"[<'o':V>, <'rien':cvVc>, <'te':cV>]"
78,Soanierana Ivongo medio albiente,"[<'al':Vc>, <'bien':cvVc>, <'te':cV>]"
79,Soanierana Ivongo en los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
80,Soanierana Ivongo de ser alta,"[<'al':Vc>, <'ta':cV>]"
81,Soanierana Ivongo por el paso,"[<'pa':cV>, <'so':sV>]"
82,Soanierana Ivongo de la guerra,"[<'gue':cvV>, <'rra':ccV>]"
83,Soanierana Ivongo la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
84,Soanierana Ivongo la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
85,Soanierana Ivongo compensaria,"[<'com':cVc>, <'pen':cVc>, <'sa':sV>, <'ria':cvV>]"
86,Soanierana Ivongo que se pode,"[<'po':cV>, <'de':cV>]"
87,Soanierana Ivongo la encuración,"[<'en':Vc>, <'cu':cv>, <'ra':cV>, <'ción':cvVc>]"
88,Soanierana Ivongo un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
89,Soanierana Ivongo es muy probable,"[<'pro':ccV>, <'ba':cV>, <'ble':ccV>]"
90,Soanierana Ivongo de calidad,"[<'ca':cV>, <'li':cv>, <'dad':cVc>]"
91,Soanierana Ivongo de la forma,"[<'for':cVc>, <'ma':cV>]"
92,Soanierana Ivongo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
93,Soanierana Ivongo desarrollan,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'llan':ccVc>]"
94,Soanierana Ivongo de la mayor,"[<'ma':cV>, <'yor':cVc>]"
95,Soanierana Ivongo de la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
96,Soanierana Ivongo a mucha marca,"[<'mar':cVc>, <'ca':cV>]"
97,Soanierana Ivongo para mayor,"[<'ma':cV>, <'yor':cVc>]"
98,Soanierana Ivongo consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
99,Soanierana Ivongo se podría,"[<'po':cV>, <'drí':ccV>, <'a':V>]"
100,Soanierana Ivongo en el mercado,"[<'mer':cVc>, <'ca':cV>, <'do':cV>]"
101,Soanierana Ivongo medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
102,Soanierana Ivongo continuación,"[<'con':cVc>, <'ti':cv>, <'nua':cvV>, <'ción':cvVc>]"
103,Soanierana Ivongo la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
104,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
105,Soanierana Ivongo para estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
106,Soanierana Ivongo estados para,"[<'pa':cV>, <'ra':cV>]"
107,Soanierana Ivongo que los partes,"[<'par':cVc>, <'tes':cVs>]"
108,Soanierana Ivongo electricidad,"[<'e':V>, <'lec':cVc>, <'tri':ccv>, <'ci':cv>, <'dad':cVc>]"
109,Soanierana Ivongo en las medidas,"[<'me':cV>, <'di':cv>, <'das':cVs>]"
110,Soanierana Ivongo de las pautas,"[<'pau':cVv>, <'tas':cVs>]"
111,Soanierana Ivongo la pertida,"[<'per':cVc>, <'ti':cv>, <'da':cV>]"
112,Soanierana Ivongo de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
113,Soanierana Ivongo las decientes,"[<'de':cV>, <'cien':cvVc>, <'tes':cVs>]"
114,Soanierana Ivongo modelo actual,"[<'ac':Vc>, <'tual':cvVc>]"
115,Soanierana Ivongo de los sueños,"[<'sue':svV>, <'ños':cVs>]"
116,Soanierana Ivongo de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
117,Soanierana Ivongo concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
118,Soanierana Ivongo de los medios,"[<'me':cV>, <'dios':cvVs>]"
119,Soanierana Ivongo de las marcas,"[<'mar':cVc>, <'cas':cVs>]"
120,Soanierana Ivongo la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
121,Soanierana Ivongo s registrar,"[<'re':cV>, <'gis':cvs>, <'trar':ccVc>]"
122,Soanierana Ivongo que se hace,"[<'ha':cV>, <'ce':cV>]"
123,Soanierana Ivongo disponibles,"[<'dis':cvs>, <'po':cV>, <'ni':cv>, <'bles':ccVs>]"
124,Soanierana Ivongo contribuyen,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'yen':cVc>]"
125,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
126,Soanierana Ivongo la información,"[<'in':vc>, <'for':cVc>, <'ma':cV>, <'ción':cvVc>]"
127,Soanierana Ivongo de la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
128,Soanierana Ivongo del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
129,Soanierana Ivongo compensario,"[<'com':cVc>, <'pen':cVc>, <'sa':sV>, <'rio':cvV>]"
130,Soanierana Ivongo los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
131,Soanierana Ivongo contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
132,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
133,Soanierana Ivongo la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
134,Soanierana Ivongo de los partes,"[<'par':cVc>, <'tes':cVs>]"
135,Soanierana Ivongo de la vida,"[<'vi':cv>, <'da':cV>]"
136,Soanierana Ivongo la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
137,Soanierana Ivongo la población,"[<'po':cV>, <'bla':ccV>, <'ción':cvVc>]"
138,Soanierana Ivongo la información,"[<'in':vc>, <'for':cVc>, <'ma':cV>, <'ción':cvVc>]"
139,Soanierana Ivongo la previsión,"[<'pre':ccV>, <'vi':cv>, <'sión':svVc>]"
140,Soanierana Ivongo de los medios,"[<'me':cV>, <'dios':cvVs>]"
141,Soanierana Ivongo medios de este,"[<'es':Vs>, <'te':cV>]"
142,Soanierana Ivongo establecida,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'ci':cv>, <'da':cV>]"
143,Soanierana Ivongo en la recisión,"[<'re':cV>, <'ci':cv>, <'sión':svVc>]"
144,Soanierana Ivongo de emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
145,Soanierana Ivongo en los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
146,Soanierana Ivongo por la buena,"[<'bue':cvV>, <'na':cV>]"
147,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
148,Soanierana Ivongo la eficiencia,"[<'e':V>, <'fi':cv>, <'cien':cvVc>, <'cia':cvV>]"
149,Soanierana Ivongo la combustión,"[<'com':cVc>, <'bus':cvs>, <'tión':cvVc>]"
150,Soanierana Ivongo la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
151,Soanierana Ivongo estar la salud,"[<'sa':sV>, <'lud':cvc>]"
152,Soanierana Ivongo para el amor,"[<'a':V>, <'mor':cVc>]"
153,Soanierana Ivongo seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
154,Soanierana Ivongo se permitan,"[<'per':cVc>, <'mi':cv>, <'tan':cVc>]"
155,Soanierana Ivongo n contente,"[<'con':cVc>, <'ten':cVc>, <'te':cV>]"
156,Soanierana Ivongo las palibres,"[<'pa':cV>, <'li':cv>, <'bres':ccVs>]"
157,Soanierana Ivongo medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
158,Soanierana Ivongo incorterida,"[<'in':vc>, <'cor':cVc>, <'te':cV>, <'ri':cv>, <'da':cV>]"
159,Soanierana Ivongo las países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
160,Soanierana Ivongo de la educción,"[<'e':V>, <'duc':cvc>, <'ción':cvVc>]"
161,Soanierana Ivongo los informes,"[<'in':vc>, <'for':cVc>, <'mes':cVs>]"
162,Soanierana Ivongo contentación,"[<'con':cVc>, <'ten':cVc>, <'ta':cV>, <'ción':cvVc>]"
163,Soanierana Ivongo de energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
164,Soanierana Ivongo que el impacto,"[<'im':vc>, <'pac':cVc>, <'to':cV>]"
165,Soanierana Ivongo de esta curstión,"[<'curs':cvcs>, <'tión':cvVc>]"
166,Soanierana Ivongo a los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
167,Soanierana Ivongo lo que es una,"[<'u':v>, <'na':cV>]"
168,Soanierana Ivongo la cual parte,"[<'par':cVc>, <'te':cV>]"
169,Soanierana Ivongo de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
170,Soanierana Ivongo electricidad,"[<'e':V>, <'lec':cVc>, <'tri':ccv>, <'ci':cv>, <'dad':cVc>]"
171,Soanierana Ivongo y el poner,"[<'po':cV>, <'ner':cVc>]"
172,Soanierana Ivongo ro un dos miembros,"[<'miem':cvVc>, <'bros':ccVs>]"
173,Soanierana Ivongo de los medios,"[<'me':cV>, <'dios':cvVs>]"
174,Soanierana Ivongo concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
175,Soanierana Ivongo del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
176,Soanierana Ivongo los extramos,"[<'ex':Vx>, <'tra':ccV>, <'mos':cVs>]"
177,Soanierana Ivongo la información,"[<'in':vc>, <'for':cVc>, <'ma':cV>, <'ción':cvVc>]"
178,Soanierana Ivongo de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
179,Soanierana Ivongo carbono algo,"[<'al':Vc>, <'go':cV>]"
180,Soanierana Ivongo la en el actual,"[<'ac':Vc>, <'tual':cvVc>]"
181,Soanierana Ivongo reducida,"[<'re':cV>, <'du':cv>, <'ci':cv>, <'da':cV>]"
182,Soanierana Ivongo del principal,"[<'prin':ccvc>, <'ci':cv>, <'pal':cVc>]"
183,Soanierana Ivongo ra un sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
184,Soanierana Ivongo se ha encreto,"[<'en':Vc>, <'cre':ccV>, <'to':cV>]"
185,Soanierana Ivongo del mar de estos,"[<'es':Vs>, <'tos':cVs>]"
186,Soanierana Ivongo contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
187,Soanierana Ivongo la precisión,"[<'pre':ccV>, <'ci':cv>, <'sión':svVc>]"
188,Soanierana Ivongo el control global,"[<'glo':ccV>, <'bal':cVc>]"
189,Soanierana Ivongo n medidas,"[<'me':cV>, <'di':cv>, <'das':cVs>]"
190,Soanierana Ivongo por la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
191,Soanierana Ivongo emisión de este,"[<'es':Vs>, <'te':cV>]"
192,Soanierana Ivongo de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
193,Soanierana Ivongo los impactos,"[<'im':vc>, <'pac':cVc>, <'tos':cVs>]"
194,Soanierana Ivongo medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
195,Soanierana Ivongo de agua tantos,"[<'tan':cVc>, <'tos':cVs>]"
196,Soanierana Ivongo dicionadas,"[<'di':cv>, <'cio':cvV>, <'na':cV>, <'das':cVs>]"
197,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
198,Soanierana Ivongo los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
199,Soanierana Ivongo que permitan,"[<'per':cVc>, <'mi':cv>, <'tan':cVc>]"
200,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
201,Soanierana Ivongo la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
202,Soanierana Ivongo desarrollo,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'llo':ccV>]"
203,Soanierana Ivongo y la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
204,Soanierana Ivongo los efectos,"[<'e':V>, <'fec':cVc>, <'tos':cVs>]"
205,Soanierana Ivongo ha contribuir,"[<'con':cVc>, <'tri':ccv>, <'buir':cvvc>]"
206,Soanierana Ivongo la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
207,Soanierana Ivongo contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
208,Soanierana Ivongo del mar soda,"[<'so':sV>, <'da':cV>]"
209,Soanierana Ivongo mar soda este,"[<'es':Vs>, <'te':cV>]"
210,Soanierana Ivongo en el consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
211,Soanierana Ivongo en la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
212,Soanierana Ivongo en la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
213,Soanierana Ivongo los polotios,"[<'po':cV>, <'lo':cV>, <'tios':cvVs>]"
214,Soanierana Ivongo medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
215,Soanierana Ivongo crecimiento,"[<'cre':ccV>, <'ci':cv>, <'mien':cvVc>, <'to':cV>]"
216,Soanierana Ivongo medio ambiente,"[<'am':Vc>, <'bien':cvVc>, <'te':cV>]"
217,Soanierana Ivongo la contención,"[<'con':cVc>, <'ten':cVc>, <'ción':cvVc>]"
218,Soanierana Ivongo al energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
219,Soanierana Ivongo de los solor,"[<'so':sV>, <'lor':cVc>]"
220,Soanierana Ivongo por el carbón,"[<'car':cVc>, <'bón':cVc>]"
221,Soanierana Ivongo el carbón pero,"[<'pe':cV>, <'ro':cV>]"
222,Soanierana Ivongo del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
223,Soanierana Ivongo disminución,"[<'dis':cvs>, <'mi':cv>, <'nu':cv>, <'ción':cvVc>]"
224,Soanierana Ivongo con el sector,"[<'sec':sVc>, <'tor':cVc>]"
225,Soanierana Ivongo internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
226,Soanierana Ivongo del convenio,"[<'con':cVc>, <'ve':cV>, <'nio':cvV>]"
227,Soanierana Ivongo a la demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
228,Soanierana Ivongo de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
229,Soanierana Ivongo de la capa,"[<'ca':cV>, <'pa':cV>]"
230,Soanierana Ivongo de los pasos,"[<'pa':cV>, <'sos':sVs>]"
231,Soanierana Ivongo de las partes,"[<'par':cVc>, <'tes':cVs>]"
232,Soanierana Ivongo por la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
233,Soanierana Ivongo gas de la esta,"[<'es':Vs>, <'ta':cV>]"
234,Soanierana Ivongo los estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
235,Soanierana Ivongo la ieversidad,"[<'ie':vV>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
236,Soanierana Ivongo concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
237,Soanierana Ivongo consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
238,Soanierana Ivongo energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
239,Soanierana Ivongo la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
240,Soanierana Ivongo al desarrollo,"[<'de':cV>, <'sa':sV>, <'rro':ccV>, <'llo':ccV>]"
241,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
242,Soanierana Ivongo los pationes,"[<'pa':cV>, <'tio':cvV>, <'nes':cVs>]"
243,Soanierana Ivongo de los pales,"[<'pa':cV>, <'les':cVs>]"
244,Soanierana Ivongo estados a una,"[<'u':v>, <'na':cV>]"
245,Soanierana Ivongo la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
246,Soanierana Ivongo contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
247,Soanierana Ivongo la cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
248,Soanierana Ivongo de las pasia,"[<'pa':cV>, <'sia':svV>]"
249,Soanierana Ivongo la sociedad,"[<'so':sV>, <'cie':cvV>, <'dad':cVc>]"
250,Soanierana Ivongo de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
251,Soanierana Ivongo de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
252,Soanierana Ivongo la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
253,Soanierana Ivongo consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
254,Soanierana Ivongo de los partes,"[<'par':cVc>, <'tes':cVs>]"
255,Soanierana Ivongo de la cumbre,"[<'cum':cvc>, <'bre':ccV>]"
256,Soanierana Ivongo del clima este,"[<'es':Vs>, <'te':cV>]"
257,Soanierana Ivongo la segunda,"[<'se':sV>, <'gun':cvc>, <'da':cV>]"
258,Soanierana Ivongo la alteración,"[<'al':Vc>, <'te':cV>, <'ra':cV>, <'ción':cvVc>]"
259,Soanierana Ivongo transmitivo,"[<'trans':ccVcs>, <'mi':cv>, <'ti':cv>, <'vo':cV>]"
260,Soanierana Ivongo la cupación,"[<'cu':cv>, <'pa':cV>, <'ción':cvVc>]"
261,Soanierana Ivongo n cantidad,"[<'can':cVc>, <'ti':cv>, <'dad':cVc>]"
262,Soanierana Ivongo de los partes,"[<'par':cVc>, <'tes':cVs>]"
263,Soanierana Ivongo partes de esta,"[<'es':Vs>, <'ta':cV>]"
264,Soanierana Ivongo el climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
265,Soanierana Ivongo electricidad,"[<'e':V>, <'lec':cVc>, <'tri':ccv>, <'ci':cv>, <'dad':cVc>]"
266,Soanierana Ivongo a la cabeza,"[<'ca':cV>, <'be':cV>, <'za':cV>]"
267,Soanierana Ivongo una previsión,"[<'pre':ccV>, <'vi':cv>, <'sión':svVc>]"
268,Soanierana Ivongo de un contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
269,Soanierana Ivongo la mitura,"[<'mi':cv>, <'tu':cv>, <'ra':cV>]"
270,Soanierana Ivongo los restondes,"[<'res':cVs>, <'ton':cVc>, <'des':cVs>]"
271,Soanierana Ivongo formativo,"[<'for':cVc>, <'ma':cV>, <'ti':cv>, <'vo':cV>]"
272,Soanierana Ivongo de la ciencia,"[<'cien':cvVc>, <'cia':cvV>]"
273,Soanierana Ivongo su hermano,"[<'her':cVc>, <'ma':cV>, <'no':cV>]"
274,Soanierana Ivongo los productos,"[<'pro':ccV>, <'duc':cvc>, <'tos':cVs>]"
275,Soanierana Ivongo por el marco,"[<'mar':cVc>, <'co':cV>]"
276,Soanierana Ivongo de los partes,"[<'par':cVc>, <'tes':cVs>]"
277,Soanierana Ivongo en la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
278,Soanierana Ivongo vidad para,"[<'pa':cV>, <'ra':cV>]"
279,Soanierana Ivongo los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
280,Soanierana Ivongo ra a la mayor,"[<'ma':cV>, <'yor':cVc>]"
281,Soanierana Ivongo la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
282,Soanierana Ivongo intersectoria,"[<'in':vc>, <'ter':cVc>, <'sec':sVc>, <'to':cV>, <'ria':cvV>]"
283,Soanierana Ivongo la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
284,Soanierana Ivongo de evaluación,"[<'e':V>, <'va':cV>, <'lua':cvV>, <'ción':cvVc>]"
