,verse,terminacion
25,Werribee contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
26,Werribee emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
27,Werribee el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
28,Werribee problema de la comprar,"[<'com':cVc>, <'prar':ccVc>]"
29,Werribee en el contrado en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
30,Werribee el proceso de la propia,"[<'pro':ccV>, <'pia':cvV>]"
31,Werribee contrar con la estrategia,"[<'es':Vs>, <'tra':ccV>, <'te':cV>, <'gia':cvV>]"
32,Werribee la cual con la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
33,Werribee la propia climática,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'ca':cV>]"
34,Werribee permitan para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
35,Werribee de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
36,Werribee sobre la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
37,Werribee sobre la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
38,Werribee producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
39,Werribee de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
40,Werribee permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
41,Werribee propia de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
42,Werribee producto de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
43,Werribee las contrabulidades,"[<'con':cVc>, <'tra':ccV>, <'bu':cv>, <'li':cv>, <'da':cV>, <'des':cVs>]"
44,Werribee parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
45,Werribee climático es la propia,"[<'pro':ccV>, <'pia':cvV>]"
46,Werribee la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
47,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
48,Werribee medio de la demanda,"[<'de':cV>, <'man':cVc>, <'da':cV>]"
49,Werribee la contra el combustible,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'ble':ccV>]"
50,Werribee la mayor actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
51,Werribee permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
52,Werribee de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
53,Werribee parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
54,Werribee de las contribuciones,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'cio':cvV>, <'nes':cVs>]"
55,Werribee capa de compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
56,Werribee la propia compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
57,Werribee compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
58,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
59,Werribee producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
60,Werribee de carbono a la propia,"[<'pro':ccV>, <'pia':cvV>]"
61,Werribee a la propia de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
62,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
63,Werribee contrar la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
64,Werribee la largo de la propia,"[<'pro':ccV>, <'pia':cvV>]"
65,Werribee mayor posibilidad,"[<'po':cV>, <'si':sv>, <'bi':cv>, <'li':cv>, <'dad':cVc>]"
66,Werribee promedio de la compra,"[<'com':cVc>, <'pra':ccV>]"
67,Werribee de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
68,Werribee ser de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
69,Werribee climático es un cambio,"[<'cam':cVc>, <'bio':cvV>]"
70,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
71,Werribee contrado de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
72,Werribee producirá en la propia,"[<'pro':ccV>, <'pia':cvV>]"
73,Werribee la energía en la propia,"[<'pro':ccV>, <'pia':cvV>]"
74,Werribee el mar y la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
75,Werribee energía necesaria,"[<'ne':cV>, <'ce':cV>, <'sa':sV>, <'ria':cvV>]"
76,Werribee la capa de la compra,"[<'com':cVc>, <'pra':ccV>]"
77,Werribee la cual es el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
78,Werribee energía contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
79,Werribee esta mayor producida,"[<'pro':ccV>, <'du':cv>, <'ci':cv>, <'da':cV>]"
80,Werribee mar en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
81,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
82,Werribee propia de los procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
83,Werribee de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
84,Werribee en el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
85,Werribee de la compra de cambio,"[<'cam':cVc>, <'bio':cvV>]"
86,Werribee cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
87,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
88,Werribee de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
89,Werribee permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
90,Werribee contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
91,Werribee una vez más de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
92,Werribee la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
93,Werribee menos de contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
94,Werribee permitado en la cumbre,"[<'cum':cvc>, <'bre':ccV>]"
95,Werribee la compra de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
96,Werribee compromisa de cambio,"[<'cam':cVc>, <'bio':cvV>]"
97,Werribee de cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
98,Werribee contra la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
99,Werribee marco de la secuedad,"[<'se':sV>, <'cue':cvV>, <'dad':cVc>]"
100,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
101,Werribee estado de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
102,Werribee desarrollar la estada,"[<'es':Vs>, <'ta':cV>, <'da':cV>]"
103,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
104,Werribee mantenimiento sobre,"[<'so':sV>, <'bre':ccV>]"
105,Werribee compromiso de todo,"[<'to':cV>, <'do':cV>]"
106,Werribee todo la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
107,Werribee de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
108,Werribee comprensión de la compra,"[<'com':cVc>, <'pra':ccV>]"
109,Werribee producción de la compra,"[<'com':cVc>, <'pra':ccV>]"
110,Werribee entre el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
111,Werribee compromiso de contra,"[<'con':cVc>, <'tra':ccV>]"
112,Werribee parte de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
113,Werribee contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
114,Werribee emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
115,Werribee climático establecir,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'cir':cvc>]"
116,Werribee producción de la mayor,"[<'ma':cV>, <'yor':cVc>]"
117,Werribee de la mayor producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
118,Werribee en el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
119,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
120,Werribee la capa de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
121,Werribee el mar de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
122,Werribee a el desarrollo sontente,"[<'son':sVc>, <'ten':cVc>, <'te':cV>]"
123,Werribee compromiso de carbón,"[<'car':cVc>, <'bón':cVc>]"
124,Werribee emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
125,Werribee parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
126,Werribee de la energía contra,"[<'con':cVc>, <'tra':ccV>]"
127,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
128,Werribee estado de la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
129,Werribee mar de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
130,Werribee un contrado en el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
131,Werribee en la compromisa central,"[<'cen':cVc>, <'tral':ccVc>]"
132,Werribee el que producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
133,Werribee compromiso en la ciencia,"[<'cien':cvVc>, <'cia':cvV>]"
134,Werribee en la ciencia de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
135,Werribee el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
136,Werribee se producir el cambio,"[<'cam':cVc>, <'bio':cvV>]"
137,Werribee la contrar los contrales,"[<'con':cVc>, <'tra':ccV>, <'les':cVs>]"
138,Werribee el consumo de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
139,Werribee carbono en la atmósfera,"[<'at':Vc>, <'mós':cVs>, <'fe':cV>, <'ra':cV>]"
140,Werribee la esta a la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
141,Werribee permitado en la propia,"[<'pro':ccV>, <'pia':cvV>]"
142,Werribee metos las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
143,Werribee producido en la propia,"[<'pro':ccV>, <'pia':cvV>]"
144,Werribee en la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
145,Werribee energía para el cambio,"[<'cam':cVc>, <'bio':cvV>]"
146,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
147,Werribee producto a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
148,Werribee el calentamiento global,"[<'glo':ccV>, <'bal':cVc>]"
149,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
150,Werribee carbono a la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
151,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
152,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
153,Werribee contra la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
154,Werribee contrado en la comprensión,"[<'com':cVc>, <'pren':ccVc>, <'sión':svVc>]"
155,Werribee segundo las mayores,"[<'ma':cV>, <'yo':cV>, <'res':cVs>]"
156,Werribee las mayores producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
157,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
158,Werribee en el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
159,Werribee el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
160,Werribee problema de la propia,"[<'pro':ccV>, <'pia':cvV>]"
161,Werribee la propia como contra,"[<'con':cVc>, <'tra':ccV>]"
162,Werribee contra la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
163,Werribee parte de la producción,"[<'pro':ccV>, <'duc':cvc>, <'ción':cvVc>]"
164,Werribee contra la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
165,Werribee contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
166,Werribee emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
167,Werribee carbono de la propia,"[<'pro':ccV>, <'pia':cvV>]"
168,Werribee con la propia de cambio,"[<'cam':cVc>, <'bio':cvV>]"
169,Werribee desarrollar el cambio,"[<'cam':cVc>, <'bio':cvV>]"
170,Werribee climático en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
171,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
172,Werribee el mercado de la contrar,"[<'con':cVc>, <'trar':ccVc>]"
173,Werribee ser seguir en el cambio,"[<'cam':cVc>, <'bio':cvV>]"
174,Werribee contra la capacidad,"[<'ca':cV>, <'pa':cV>, <'ci':cv>, <'dad':cVc>]"
175,Werribee la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
176,Werribee contra la diversidad,"[<'di':cv>, <'ver':cVc>, <'si':sv>, <'dad':cVc>]"
177,Werribee se prevenda a la propia,"[<'pro':ccV>, <'pia':cvV>]"
178,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
179,Werribee la compromisa contra,"[<'con':cVc>, <'tra':ccV>]"
180,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
181,Werribee propia en la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
182,Werribee la propia contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
183,Werribee cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
184,Werribee esta puede a la estratora,"[<'es':Vs>, <'tra':ccV>, <'to':cV>, <'ra':cV>]"
185,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
186,Werribee intersidad biológica,"[<'bio':cvV>, <'ló':cV>, <'gi':cv>, <'ca':cV>]"
187,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
188,Werribee climático es de arrollo,"[<'a':V>, <'rro':ccV>, <'llo':ccV>]"
189,Werribee contra las emisiones,"[<'e':V>, <'mi':cv>, <'sio':svV>, <'nes':cVs>]"
190,Werribee emisiones de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
191,Werribee la contrar la contración,"[<'con':cVc>, <'tra':ccV>, <'ción':cvVc>]"
192,Werribee el mar de la contra el cambio,"[<'cam':cVc>, <'bio':cvV>]"
193,Werribee la propia de consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
194,Werribee contra la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
195,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
196,Werribee contra la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
197,Werribee el mar de la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
198,Werribee carbono y la contrar,"[<'con':cVc>, <'trar':ccVc>]"
199,Werribee contra la contrabución,"[<'con':cVc>, <'tra':ccV>, <'bu':cv>, <'ción':cvVc>]"
200,Werribee problema de la compra,"[<'com':cVc>, <'pra':ccV>]"
201,Werribee contra la consecuencia,"[<'con':cVc>, <'se':sV>, <'cuen':cvVc>, <'cia':cvV>]"
202,Werribee de la estada de la esta,"[<'es':Vs>, <'ta':cV>]"
203,Werribee de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
204,Werribee energía necesaria,"[<'ne':cV>, <'ce':cV>, <'sa':sV>, <'ria':cvV>]"
205,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
206,Werribee en el cambio climático,"[<'cli':ccv>, <'má':cV>, <'ti':cv>, <'co':cV>]"
207,Werribee el cambio climático esta,"[<'es':Vs>, <'ta':cV>]"
208,Werribee producido en la contral,"[<'con':cVc>, <'tral':ccVc>]"
209,Werribee segundo particular,"[<'pa':cV>, <'rti':ccv>, <'cu':cv>, <'lar':cVc>]"
210,Werribee particular el cambio,"[<'cam':cVc>, <'bio':cvV>]"
211,Werribee la compra de la propia,"[<'pro':ccV>, <'pia':cvV>]"
212,Werribee en la propia como el cambio,"[<'cam':cVc>, <'bio':cvV>]"
213,Werribee se han estableciente,"[<'es':Vs>, <'ta':cV>, <'ble':ccV>, <'cien':cvVc>, <'te':cV>]"
214,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
215,Werribee compromiso de un medio,"[<'me':cV>, <'dio':cvV>]"
216,Werribee sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
217,Werribee sobre la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
218,Werribee contra la compromisa,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'sa':sV>]"
219,Werribee de la temperatura,"[<'tem':cVc>, <'pe':cV>, <'ra':cV>, <'tu':cv>, <'ra':cV>]"
220,Werribee menos de la estratoral,"[<'es':Vs>, <'tra':ccV>, <'to':cV>, <'ral':cVc>]"
221,Werribee producido en la propia,"[<'pro':ccV>, <'pia':cvV>]"
222,Werribee producción de la propia,"[<'pro':ccV>, <'pia':cvV>]"
223,Werribee parte de la comprención,"[<'com':cVc>, <'pren':ccVc>, <'ción':cvVc>]"
224,Werribee contra la compromiso,"[<'com':cVc>, <'pro':ccV>, <'mi':cv>, <'so':sV>]"
225,Werribee carbono y la propia,"[<'pro':ccV>, <'pia':cvV>]"
