,verse,terminacion
146,Rotorua de la ciencia de el problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
147,Rotorua de los productos del punto,"[<'pun':cvc>, <'to':cV>]"
148,Rotorua por el marco de los partes,"[<'par':cVc>, <'tes':cVs>]"
149,Rotorua de las últimas décadas,"[<'dé':cV>, <'ca':cV>, <'das':cVs>]"
150,Rotorua décadas en la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
151,Rotorua medioambiental que pueden,"[<'pue':cvV>, <'den':cVc>]"
152,Rotorua calentamiento del marco,"[<'mar':cVc>, <'co':cV>]"
153,Rotorua sociedad para compesar,"[<'com':cVc>, <'pe':cV>, <'sar':sVc>]"
154,Rotorua compesar de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
155,Rotorua contidad de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
156,Rotorua de la opinión en la emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
157,Rotorua de carbono en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
158,Rotorua sucuento al besoar medio,"[<'me':cV>, <'dio':cvV>]"
159,Rotorua el climático en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
160,Rotorua los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
161,Rotorua de los sueños de carbono,"[<'car':cVc>, <'bo':cV>, <'no':cV>]"
162,Rotorua en la actualización del clima,"[<'cli':ccv>, <'ma':cV>]"
163,Rotorua por el siglo xx proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
164,Rotorua fundo de la contribución,"[<'con':cVc>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
165,Rotorua nivel del mar de permitir,"[<'pe':cV>, <'rmi':ccv>, <'tir':cvc>]"
166,Rotorua la marta de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
167,Rotorua incertidumbre en la matura,"[<'ma':cV>, <'tu':cv>, <'ra':cV>]"
168,Rotorua los crecimientos previstos,"[<'pre':ccV>, <'vis':cvs>, <'tos':cVs>]"
169,Rotorua la sociedad sobre el siglo,"[<'si':sv>, <'glo':ccV>]"
170,Rotorua n amor en el consumo,"[<'con':cVc>, <'su':sv>, <'mo':cV>]"
171,Rotorua amor en el consumo medio,"[<'me':cV>, <'dio':cvV>]"
172,Rotorua en el consumo medio albental,"[<'a':V>, <'lben':ccVc>, <'tal':cVc>]"
173,Rotorua los consumo de la vida,"[<'vi':cv>, <'da':cV>]"
174,Rotorua los estados de los gases,"[<'ga':cV>, <'ses':sVs>]"
175,Rotorua partes de la terrenasión,"[<'te':cV>, <'rre':ccV>, <'na':cV>, <'sión':svVc>]"
176,Rotorua de la reducción del clima,"[<'cli':ccv>, <'ma':cV>]"
177,Rotorua ntra el nuevo siglo de la esta,"[<'es':Vs>, <'ta':cV>]"
178,Rotorua a los países en la intersión,"[<'in':vc>, <'ter':cVc>, <'sión':svVc>]"
179,Rotorua en el consenso del aumento,"[<'au':Vv>, <'men':cVc>, <'to':cV>]"
180,Rotorua los supuestos para el algo,"[<'al':Vc>, <'go':cV>]"
181,Rotorua que esta ver su distribución,"[<'dis':cvs>, <'tri':ccv>, <'bu':cv>, <'ción':cvVc>]"
182,Rotorua las partes de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
183,Rotorua do campan previsto puede,"[<'pue':cvV>, <'de':cV>]"
184,Rotorua en el reino en los combustibles,"[<'com':cVc>, <'bus':cvs>, <'ti':cv>, <'bles':ccVs>]"
185,Rotorua de ser pasados se deben,"[<'de':cV>, <'ben':cVc>]"
186,Rotorua un medida de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
187,Rotorua y de los gases de efecto,"[<'e':V>, <'fec':cVc>, <'to':cV>]"
188,Rotorua ficación de los tres estas,"[<'es':Vs>, <'tas':cVs>]"
189,Rotorua de los tres estas posibles,"[<'po':cV>, <'si':sv>, <'bles':ccVs>]"
190,Rotorua la segunda concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
191,Rotorua climático es un problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
192,Rotorua un problema de compensación,"[<'com':cVc>, <'pen':cVc>, <'sa':sV>, <'ción':cvVc>]"
193,Rotorua se ha sido en el periodo,"[<'pe':cV>, <'rio':cvV>, <'do':cV>]"
194,Rotorua la salud la de la corta,"[<'cor':cVc>, <'ta':cV>]"
195,Rotorua calentamiento de ciencia,"[<'cien':cvVc>, <'cia':cvV>]"
196,Rotorua cos siguientes en el sector,"[<'sec':sVc>, <'tor':cVc>]"
197,Rotorua puede tierra serán altas,"[<'al':Vc>, <'tas':cVs>]"
198,Rotorua medidas de carbono están,"[<'es':Vs>, <'tán':cVc>]"
199,Rotorua de carbono están continuar,"[<'con':cVc>, <'ti':cv>, <'nuar':cvVc>]"
200,Rotorua la capa que me de mi esta,"[<'es':Vs>, <'ta':cV>]"
201,Rotorua de carbono de este interse,"[<'in':vc>, <'ter':cVc>, <'se':sV>]"
202,Rotorua que la forma internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
203,Rotorua forma internacional de esta,"[<'es':Vs>, <'ta':cV>]"
204,Rotorua los países de los medios,"[<'me':cV>, <'dios':cvVs>]"
205,Rotorua los s en la demorica,"[<'de':cV>, <'mo':cV>, <'ri':cv>, <'ca':cV>]"
206,Rotorua la energía para anterior,"[<'an':Vc>, <'te':cV>, <'rior':cvVc>]"
207,Rotorua de los s en la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
208,Rotorua de los políticos medios,"[<'me':cV>, <'dios':cvVs>]"
209,Rotorua muy probable que el problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
210,Rotorua cambien el transmision como,"[<'co':cV>, <'mo':cV>]"
211,Rotorua desarrollar la actualidad,"[<'ac':Vc>, <'tua':cvV>, <'li':cv>, <'dad':cVc>]"
212,Rotorua de carbono en los proyectos,"[<'pro':ccV>, <'yec':cVc>, <'tos':cVs>]"
213,Rotorua de carbono es el sistema,"[<'sis':svs>, <'te':cV>, <'ma':cV>]"
214,Rotorua estableción de la subida,"[<'su':sv>, <'bi':cv>, <'da':cV>]"
215,Rotorua posible en el seguimiento,"[<'se':sV>, <'gui':cvv>, <'mien':cvVc>, <'to':cV>]"
216,Rotorua internacional el enfrento,"[<'en':Vc>, <'fren':ccVc>, <'to':cV>]"
217,Rotorua y de la energía solar,"[<'so':sV>, <'lar':cVc>]"
218,Rotorua de la esta tu seguridad,"[<'se':sV>, <'gu':cv>, <'ri':cv>, <'dad':cVc>]"
219,Rotorua de los partes de las partes,"[<'par':cVc>, <'tes':cVs>]"
220,Rotorua ra precisa en la actualidad,"[<'ac':Vc>, <'tua':cvV>, <'li':cv>, <'dad':cVc>]"
221,Rotorua cimportar un forzamiento,"[<'for':cVc>, <'za':cV>, <'mien':cvVc>, <'to':cV>]"
222,Rotorua un forzamiento reducido,"[<'re':cV>, <'du':cv>, <'ci':cv>, <'do':cV>]"
223,Rotorua rando de la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
224,Rotorua evolución de los hidrogos,"[<'hi':cv>, <'dro':ccV>, <'gos':cVs>]"
225,Rotorua proyecto de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
226,Rotorua actividad del clima en la esta,"[<'es':Vs>, <'ta':cV>]"
227,Rotorua carbono a la interesidad,"[<'in':vc>, <'te':cV>, <'re':cV>, <'si':sv>, <'dad':cVc>]"
228,Rotorua presentar la concentración,"[<'con':cVc>, <'cen':cVc>, <'tra':ccV>, <'ción':cvVc>]"
229,Rotorua concentración del posible,"[<'po':cV>, <'si':sv>, <'ble':ccV>]"
230,Rotorua la energía necesaria,"[<'ne':cV>, <'ce':cV>, <'sa':sV>, <'ria':cvV>]"
231,Rotorua la emisión en la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
232,Rotorua controlar la definición,"[<'de':cV>, <'fi':cv>, <'ni':cv>, <'ción':cvVc>]"
233,Rotorua demendiente de adiptación,"[<'a':V>, <'dip':cvc>, <'ta':cV>, <'ción':cvVc>]"
234,Rotorua los países de la inversión,"[<'in':vc>, <'ver':cVc>, <'sión':svVc>]"
235,Rotorua los países de co contral,"[<'con':cVc>, <'tral':ccVc>]"
236,Rotorua emisiones de co que es amor,"[<'a':V>, <'mor':cVc>]"
237,Rotorua de las palionas de forma,"[<'for':cVc>, <'ma':cV>]"
238,Rotorua del proyecto internacional,"[<'in':vc>, <'ter':cVc>, <'na':cV>, <'cio':cvV>, <'nal':cVc>]"
239,Rotorua de la estrategia del orden,"[<'or':Vc>, <'den':cVc>]"
240,Rotorua por el marco del informe,"[<'in':vc>, <'for':cVc>, <'me':cV>]"
241,Rotorua de en la mayor energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
242,Rotorua en la mayor energía esta,"[<'es':Vs>, <'ta':cV>]"
243,Rotorua considerado en partorer,"[<'pa':cV>, <'rto':ccV>, <'rer':cVc>]"
244,Rotorua a la demanda de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
245,Rotorua en el menos de la mitura,"[<'mi':cv>, <'tu':cv>, <'ra':cV>]"
246,Rotorua y el peligro de precios,"[<'pre':ccV>, <'cios':cvVs>]"
247,Rotorua de los pales de producto,"[<'pro':ccV>, <'duc':cvc>, <'to':cV>]"
248,Rotorua el proyecto de antiar el carbón,"[<'car':cVc>, <'bón':cVc>]"
249,Rotorua proceso de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
250,Rotorua los países me favores,"[<'fa':cV>, <'vo':cV>, <'res':cVs>]"
251,Rotorua istorta en la era que el paleo,"[<'pa':cV>, <'le':cV>, <'o':V>]"
252,Rotorua los combustibles fósiles,"[<'fó':cV>, <'si':sv>, <'les':cVs>]"
253,Rotorua y la energía nacional,"[<'na':cV>, <'cio':cvV>, <'nal':cVc>]"
254,Rotorua la capacidad de decir,"[<'de':cV>, <'cir':cvc>]"
255,Rotorua de decir el objetivo,"[<'ob':Vc>, <'je':cV>, <'ti':cv>, <'vo':cV>]"
256,Rotorua las actividades para,"[<'pa':cV>, <'ra':cV>]"
257,Rotorua de la sociedad como alta,"[<'al':Vc>, <'ta':cV>]"
258,Rotorua informe de las altas de una,"[<'u':v>, <'na':cV>]"
259,Rotorua n el algune prevento,"[<'pre':ccV>, <'ven':cVc>, <'to':cV>]"
260,Rotorua prevento de los segundos,"[<'se':sV>, <'gun':cvc>, <'dos':cVs>]"
261,Rotorua de los segundos estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
262,Rotorua amor de hacer o a mi cara,"[<'ca':cV>, <'ra':cV>]"
263,Rotorua en la cantidad de las partes,"[<'par':cVc>, <'tes':cVs>]"
264,Rotorua de las cubres del proyecto,"[<'pro':ccV>, <'yec':cVc>, <'to':cV>]"
265,Rotorua la estructura energética,"[<'e':V>, <'ner':cVc>, <'gé':cV>, <'ti':cv>, <'ca':cV>]"
266,Rotorua el parece de la energía,"[<'e':V>, <'ner':cVc>, <'gí':cV>, <'a':V>]"
267,Rotorua la interesista de nuestro,"[<'nues':cvVs>, <'tro':ccV>]"
268,Rotorua el sub estado de la tierra,"[<'tie':cvV>, <'rra':ccV>]"
269,Rotorua de los modelos de estados,"[<'es':Vs>, <'ta':cV>, <'dos':cVs>]"
270,Rotorua las emisiones de emisión,"[<'e':V>, <'mi':cv>, <'sión':svVc>]"
271,Rotorua los estados del problema,"[<'pro':ccV>, <'ble':ccV>, <'ma':cV>]"
272,Rotorua problema de los décadas,"[<'dé':cV>, <'ca':cV>, <'das':cVs>]"
273,Rotorua a los s en la economía,"[<'e':V>, <'co':cV>, <'no':cV>, <'mí':cV>, <'a':V>]"
274,Rotorua del clima de la actividad,"[<'ac':Vc>, <'ti':cv>, <'vi':cv>, <'dad':cVc>]"
275,Rotorua medidas de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
276,Rotorua los países por el marco,"[<'mar':cVc>, <'co':cV>]"
277,Rotorua consumo de los países,"[<'pa':cV>, <'í':V>, <'ses':sVs>]"
278,Rotorua n la presente argumental,"[<'ar':Vc>, <'gu':cv>, <'men':cVc>, <'tal':cVc>]"
279,Rotorua argumental de las procesos,"[<'pro':ccV>, <'ce':cV>, <'sos':sVs>]"
280,Rotorua carbono y el contexto,"[<'con':cVc>, <'tex':cVx>, <'to':cV>]"
281,Rotorua de las precipitaciones,"[<'pre':ccV>, <'ci':cv>, <'pi':cv>, <'ta':cV>, <'cio':cvV>, <'nes':cVs>]"
282,Rotorua del siglo xx que la cumbre,"[<'cum':cvc>, <'bre':ccV>]"
283,Rotorua contribución de la industria,"[<'in':vc>, <'dus':cvs>, <'tria':ccvV>]"
284,Rotorua de la industria disponible,"[<'dis':cvs>, <'po':cV>, <'ni':cv>, <'ble':ccV>]"
285,Rotorua de la energía y una,"[<'u':v>, <'na':cV>]"
286,Rotorua los cubris de la medida,"[<'me':cV>, <'di':cv>, <'da':cV>]"
287,Rotorua partes de la que el estreto,"[<'es':Vs>, <'tre':ccV>, <'to':cV>]"
288,Rotorua la que el estreto así como,"[<'co':cV>, <'mo':cV>]"
289,Rotorua de los contaminaciones,"[<'con':cVc>, <'ta':cV>, <'mi':cv>, <'na':cV>, <'cio':cvV>, <'nes':cVs>]"
